ObjectID,Offense,Day of week,Date,Time,Lattitude,Longitude
2918,ASSAULT,Sunday,11/15/2015,12:00,41.854455414,-87.685703606
2919,BATTERY,Sunday,11/15/2015,13:00,41.797181889,-87.702868008
2920,ASSAULT,Sunday,11/15/2015,16:03,41.799073337,-87.662287342
2921,ROBBERY,Saturday,11/14/2015,23:00,41.875109863,-87.738163547
2922,ROBBERY,Sunday,11/15/2015,14:30,41.934985586,-87.761771911
2923,ASSAULT,Sunday,11/15/2015,14:10,41.884015217,-87.63536622
2924,THEFT,Sunday,11/08/2015,14:35,41.894520607,-87.624240456
2925,THEFT,Sunday,11/15/2015,00:00,41.744337567,-87.652359252
2926,ASSAULT,Sunday,11/15/2015,09:10,41.902064444,-87.770951454
2927,THEFT,Sunday,11/15/2015,06:00,41.850938974,-87.702777187
2928,THEFT,Saturday,11/14/2015,00:00,41.789877566,-87.647473498
2929,THEFT,Sunday,11/15/2015,05:00,41.936625365,-87.718502224
2930,THEFT,Saturday,11/14/2015,15:00,41.910985857,-87.683582118
2931,ROBBERY,Sunday,11/15/2015,05:00,41.946352172,-87.747080758
2932,THEFT,Saturday,11/14/2015,19:30,41.918986079,-87.727390746
2933,THEFT,Saturday,11/14/2015,16:00,41.857582212,-87.622325051
2934,BATTERY,Sunday,11/15/2015,10:20,41.89490695,-87.682536719
2935,THEFT,Sunday,11/15/2015,02:30,41.968272143,-87.725294915
2936,THEFT,Sunday,11/15/2015,03:30,41.85552073,-87.621793612
2937,THEFT,Saturday,11/14/2015,18:00,41.924102822,-87.756452662
2938,THEFT,Sunday,11/15/2015,10:00,41.907545248,-87.67982946
2939,THEFT,Saturday,11/14/2015,21:00,41.850234223,-87.68415324
2940,THEFT,Saturday,11/14/2015,23:30,41.903874342,-87.723904279
2941,THEFT,Sunday,11/15/2015,00:01,41.858062995,-87.710305832
2942,THEFT,Sunday,11/15/2015,00:01,41.740221729,-87.674112586
2943,THEFT,Saturday,11/14/2015,18:30,41.661113422,-87.637752956
2944,THEFT,Saturday,11/14/2015,19:00,41.68108608,-87.637190135
2945,BATTERY,Sunday,11/15/2015,00:01,41.85862109,-87.631949545
2946,ROBBERY,Saturday,11/14/2015,12:30,41.713353279,-87.653587393
2947,THEFT,Sunday,11/15/2015,00:01,41.742775806,-87.652317126
2948,WEAPONS VIOLATION,Sunday,11/15/2015,08:15,41.811215583,-87.668689938
2949,THEFT,Friday,11/13/2015,17:00,41.967068821,-87.7255564
2950,THEFT,Sunday,11/15/2015,02:00,41.91072397,-87.660972253
2951,BATTERY,Sunday,11/15/2015,03:50,41.957899913,-87.716713171
2952,BATTERY,Sunday,11/15/2015,05:10,41.93830385,-87.654052144
2953,THEFT,Friday,11/13/2015,19:30,41.963359975,-87.755576554
2954,BATTERY,Sunday,11/15/2015,03:50,41.990961919,-87.689688562
2955,WEAPONS VIOLATION,Sunday,11/15/2015,03:20,41.86898694,-87.685340337
2956,THEFT,Saturday,11/14/2015,21:50,41.754220012,-87.648238066
2957,ROBBERY,Sunday,11/15/2015,03:10,41.780745439,-87.706717455
2958,ROBBERY,Sunday,11/15/2015,00:10,41.806063471,-87.590988314
2959,BATTERY,Sunday,11/15/2015,02:35,41.946076436,-87.655609079
2960,ASSAULT,Saturday,11/14/2015,21:20,41.948415485,-87.727457669
2961,THEFT,Saturday,11/14/2015,23:50,41.886625743,-87.660317896
2962,ROBBERY,Saturday,11/14/2015,20:18,41.70918999,-87.568840721
2963,THEFT,Saturday,11/14/2015,23:50,41.900977393,-87.736101441
2964,BATTERY,Saturday,11/14/2015,23:40,41.743629571,-87.563679729
2965,ROBBERY,Saturday,11/14/2015,21:00,41.675745187,-87.624996177
2966,WEAPONS VIOLATION,Saturday,11/14/2015,17:52,41.758329048,-87.619522001
2967,THEFT,Saturday,11/14/2015,21:00,41.866662389,-87.772943298
2968,THEFT,Saturday,11/14/2015,19:15,41.998176088,-87.693559621
2969,ROBBERY,Saturday,11/14/2015,22:20,41.957469866,-87.714820226
2970,THEFT,Saturday,11/14/2015,20:00,41.903738601,-87.684599678
2971,BATTERY,Saturday,11/14/2015,18:34,41.927495647,-87.774965213
2972,ASSAULT,Saturday,11/14/2015,17:30,41.872817885,-87.74498476
2973,ROBBERY,Saturday,11/14/2015,15:00,41.796992847,-87.662232032
2974,THEFT,Saturday,11/14/2015,16:00,41.931194044,-87.663943561
2975,BATTERY,Saturday,11/14/2015,16:18,41.909567137,-87.750576916
2976,BATTERY,Saturday,11/14/2015,17:10,41.740146119,-87.672893212
2977,ASSAULT,Friday,11/13/2015,22:10,41.725343057,-87.677645896
2978,THEFT,Saturday,11/14/2015,14:20,41.878610544,-87.684769434
2979,ASSAULT,Saturday,11/14/2015,13:00,41.862041146,-87.71163652
2980,ASSAULT,Friday,11/13/2015,17:45,41.858474196,-87.718884304
2981,THEFT,Saturday,11/14/2015,09:30,41.873167767,-87.623811946
2982,THEFT,Friday,11/13/2015,21:00,41.969778727,-87.753952049
2983,THEFT,Friday,11/13/2015,08:00,41.968638108,-87.771259833
2984,THEFT,Friday,11/13/2015,17:35,41.911181917,-87.668928726
2985,ASSAULT,Saturday,11/14/2015,13:15,41.747151137,-87.606332713
2986,BATTERY,Saturday,11/14/2015,11:58,41.765806885,-87.582438963
2987,THEFT,Saturday,11/14/2015,09:00,41.962843817,-87.721625565
2988,THEFT,Friday,11/13/2015,18:00,41.92772538,-87.640358085
2989,THEFT,Saturday,11/14/2015,12:00,41.876607964,-87.627644063
2990,THEFT,Thursday,10/29/2015,18:00,41.758176041,-87.563931096
2991,BATTERY,Saturday,11/14/2015,09:35,41.879158814,-87.710949201
2992,ASSAULT,Friday,11/13/2015,12:00,41.731026972,-87.546952093
2993,THEFT,Friday,11/13/2015,20:00,41.971131115,-87.693889169
2994,BATTERY,Saturday,11/14/2015,10:05,41.755448003,-87.709151576
2995,THEFT,Saturday,11/14/2015,11:00,41.795170922,-87.715095964
2996,THEFT,Friday,11/13/2015,23:00,41.974345843,-87.754101888
2997,ASSAULT,Friday,11/06/2015,21:00,41.769825002,-87.665165643
2998,THEFT,Saturday,11/14/2015,00:01,41.964817558,-87.756203176
2999,THEFT,Friday,11/13/2015,20:00,41.954458696,-87.65631805
3000,THEFT,Friday,11/13/2015,09:00,41.895226918,-87.662787652
3001,BURGLARY,Saturday,11/14/2015,09:03,41.757840818,-87.556527929
3002,THEFT,Saturday,11/14/2015,02:00,41.681817065,-87.672691947
3003,THEFT,Wednesday,11/11/2015,21:00,41.96630967,-87.737789782
3004,THEFT,Friday,11/13/2015,22:00,41.933634783,-87.644645507
3005,ASSAULT,Saturday,11/14/2015,08:20,41.963254652,-87.837523937
3006,THEFT,Thursday,11/12/2015,22:30,41.921050113,-87.708010585
3007,THEFT,Friday,11/13/2015,19:45,41.905359296,-87.683426106
3008,THEFT,Friday,11/13/2015,21:45,41.924980442,-87.643886068
3009,THEFT,Friday,11/13/2015,22:00,41.983668104,-87.716221844
3010,THEFT,Saturday,11/14/2015,06:40,41.669856835,-87.636835315
3011,THEFT,Friday,11/13/2015,20:00,41.90625403,-87.670008429
3012,THEFT,Saturday,11/07/2015,00:01,41.920026501,-87.678471207
3013,ASSAULT,Saturday,11/14/2015,03:45,41.852781967,-87.668509381
3014,ROBBERY,Saturday,11/14/2015,05:09,41.865576557,-87.721496324
3015,WEAPONS VIOLATION,Friday,11/13/2015,23:04,41.882139587,-87.71104513
3016,WEAPONS VIOLATION,Saturday,11/14/2015,00:41,41.866423545,-87.704045848
3017,THEFT,Saturday,11/14/2015,02:00,41.911590306,-87.661297485
3018,BATTERY,Saturday,11/14/2015,04:05,41.793155967,-87.673060734
3019,ROBBERY,Saturday,11/14/2015,02:35,41.831014114,-87.617317037
3020,BATTERY,Saturday,11/14/2015,03:20,41.647708371,-87.540041099
3021,THEFT,Friday,11/13/2015,21:00,41.886261339,-87.667005567
3022,THEFT,Friday,11/13/2015,22:00,41.879483871,-87.681492473
3023,THEFT,Friday,11/13/2015,21:30,41.843009311,-87.620409214
3024,BATTERY,Saturday,11/14/2015,02:30,41.889751946,-87.631072891
3025,ASSAULT,Friday,11/13/2015,21:20,41.88563049,-87.745462151
3026,WEAPONS VIOLATION,Friday,11/13/2015,21:55,41.823182522,-87.632534564
3027,THEFT,Saturday,11/14/2015,00:30,41.772766596,-87.568324526
3028,THEFT,Friday,11/13/2015,17:30,41.921463921,-87.673580498
3029,WEAPONS VIOLATION,Friday,11/13/2015,21:54,41.916353054,-87.689825205
3030,THEFT,Thursday,11/12/2015,15:00,41.901283556,-87.727492024
3031,BATTERY,Friday,11/13/2015,18:30,41.927655677,-87.763965068
3032,THEFT,Friday,11/13/2015,20:45,41.917402098,-87.635454463
3033,THEFT,Friday,11/13/2015,19:20,41.900580739,-87.62928659
3034,THEFT,Friday,11/13/2015,19:40,41.957783711,-87.680312771
3035,THEFT,Friday,11/13/2015,16:38,41.886055062,-87.670720539
3036,THEFT,Friday,11/13/2015,19:30,41.860188389,-87.717678504
3037,ROBBERY,Friday,11/13/2015,19:10,41.977124702,-87.841539035
3038,ASSAULT,Friday,11/13/2015,15:45,41.870954998,-87.706681651
3039,ASSAULT,Friday,11/13/2015,17:55,41.871011224,-87.757796773
3040,THEFT,Wednesday,11/11/2015,23:00,41.929710032,-87.659824776
3041,ASSAULT,Thursday,11/12/2015,14:50,41.736317661,-87.636623321
3042,ROBBERY,Thursday,11/12/2015,17:35,41.744093932,-87.594707324
3043,THEFT,Friday,11/13/2015,16:30,41.946995715,-87.750589054
3044,ROBBERY,Friday,11/13/2015,09:00,41.775818341,-87.644683072
3045,ROBBERY,Thursday,11/12/2015,22:45,41.775863109,-87.661983091
3046,THEFT,Friday,11/13/2015,16:00,41.894712997,-87.640472655
3047,THEFT,Friday,11/13/2015,10:25,41.84200162,-87.62120576
3048,ASSAULT,Friday,11/13/2015,13:16,41.843147363,-87.731820852
3049,THEFT,Thursday,11/12/2015,19:00,41.879964711,-87.679666232
3050,THEFT,Friday,11/13/2015,14:45,41.90079878,-87.625026871
3051,BATTERY,Friday,11/13/2015,13:20,41.893652298,-87.622725822
3052,BATTERY,Friday,11/13/2015,11:45,41.709667314,-87.623572807
3053,THEFT,Friday,11/13/2015,09:10,41.921686726,-87.656693994
3054,BATTERY,Friday,11/13/2015,10:56,41.867013845,-87.625822134
3055,THEFT,Sunday,11/08/2015,22:00,41.776177447,-87.765006224
3056,THEFT,Wednesday,11/11/2015,22:30,41.926880363,-87.638121945
3057,BATTERY,Friday,11/13/2015,09:40,41.87105086,-87.697163991
3058,BATTERY,Wednesday,11/11/2015,20:00,42.014228027,-87.684968352
3059,THEFT,Friday,11/13/2015,11:00,41.909302028,-87.684752756
3060,THEFT,Friday,11/13/2015,00:00,41.743228471,-87.652755721
3061,THEFT,Thursday,11/12/2015,19:00,41.841622651,-87.617191438
3062,THEFT,Friday,11/13/2015,11:35,41.92731408,-87.688950702
3063,THEFT,Thursday,11/12/2015,07:00,41.872178655,-87.722935067
3064,THEFT,Friday,11/13/2015,10:30,41.837954218,-87.608109527
3065,THEFT,Friday,11/13/2015,06:30,41.929612302,-87.754631705
3066,THEFT,Friday,11/13/2015,00:01,41.935389427,-87.731252564
3067,THEFT,Tuesday,11/10/2015,02:00,41.954367391,-87.710479038
3068,CRIM SEXUAL ASSAULT,Friday,11/13/2015,05:00,41.820259311,-87.605091806
3069,THEFT,Thursday,11/12/2015,19:00,41.90789122,-87.682279952
3070,ROBBERY,Thursday,11/12/2015,21:30,41.751013563,-87.620980989
3071,ROBBERY,Friday,11/13/2015,00:15,41.812332526,-87.726199738
3072,THEFT,Friday,11/13/2015,02:30,41.949703069,-87.808367256
3073,THEFT,Thursday,11/12/2015,17:00,41.890541025,-87.652277685
3074,THEFT,Friday,11/13/2015,08:55,41.886990947,-87.696443981
3075,THEFT,Friday,11/13/2015,03:30,41.758970818,-87.624778076
3076,THEFT,Tuesday,11/10/2015,19:30,41.873914242,-87.684611298
3077,THEFT,Thursday,11/12/2015,21:30,41.905976731,-87.747156404
3078,THEFT,Friday,11/13/2015,07:25,41.909578938,-87.749658362
3079,ASSAULT,Thursday,11/12/2015,18:00,41.658871865,-87.559288387
3080,THEFT,Thursday,11/12/2015,20:00,41.88654088,-87.665052586
3081,ROBBERY,Friday,11/13/2015,03:45,41.774895356,-87.591212196
3082,THEFT,Thursday,11/12/2015,22:00,41.92851546,-87.768580413
3083,THEFT,Friday,11/13/2015,06:30,41.956877789,-87.763190319
3084,THEFT,Thursday,11/12/2015,08:00,41.934424149,-87.71333397
3085,THEFT,Thursday,11/12/2015,19:30,41.844545175,-87.657944157
3086,THEFT,Thursday,11/12/2015,20:00,41.953356289,-87.665821904
3087,THEFT,Thursday,11/12/2015,17:00,41.941549062,-87.748014258
3088,THEFT,Tuesday,11/10/2015,21:30,41.994423192,-87.731318179
3089,THEFT,Friday,11/13/2015,05:38,41.92989331,-87.768630734
3090,WEAPONS VIOLATION,Friday,11/13/2015,02:10,41.861893445,-87.709196702
3091,THEFT,Thursday,11/12/2015,12:23,41.754239225,-87.584472227
3092,THEFT,Thursday,11/12/2015,12:04,41.75450954,-87.582160189
3093,BATTERY,Sunday,11/01/2015,00:30,41.829651528,-87.614451899
3094,BATTERY,Friday,11/13/2015,00:05,41.903760215,-87.640385867
3095,THEFT,Friday,11/13/2015,03:10,41.929558846,-87.743052477
3096,WEAPONS VIOLATION,Thursday,11/12/2015,23:15,41.894958629,-87.753648095
3097,ROBBERY,Friday,11/13/2015,02:50,41.895784248,-87.728561421
3098,THEFT,Thursday,11/12/2015,21:00,41.914225461,-87.726469503
3099,THEFT,Thursday,11/12/2015,20:30,41.93317979,-87.760101143
3100,THEFT,Thursday,11/12/2015,20:00,41.918318928,-87.639118752
3101,ROBBERY,Thursday,11/12/2015,21:20,41.800631337,-87.644083715
3102,THEFT,Thursday,11/12/2015,13:06,41.945863902,-87.767912706
3103,THEFT,Thursday,11/12/2015,20:00,41.905336007,-87.684645957
3104,THEFT,Thursday,11/12/2015,21:10,41.915669161,-87.632982285
3105,THEFT,Wednesday,11/11/2015,05:30,41.808704274,-87.632622694
3106,THEFT,Thursday,11/12/2015,19:30,41.914353843,-87.654317187
3107,THEFT,Thursday,11/12/2015,19:20,41.902093951,-87.686394229
3108,THEFT,Thursday,11/12/2015,21:00,41.930002308,-87.648921798
3109,ROBBERY,Thursday,11/12/2015,19:10,41.757257385,-87.649063391
3110,THEFT,Wednesday,11/11/2015,21:00,41.752865122,-87.563825944
3111,ASSAULT,Thursday,11/12/2015,16:30,41.909526576,-87.753949818
3112,ASSAULT,Thursday,11/12/2015,17:50,41.938520011,-87.667057232
3113,THEFT,Thursday,11/12/2015,07:30,41.834248453,-87.623320927
3114,THEFT,Thursday,11/12/2015,14:00,41.909900361,-87.684768742
3115,WEAPONS VIOLATION,Thursday,11/12/2015,14:06,41.881978364,-87.731251151
3116,THEFT,Wednesday,11/11/2015,17:30,41.755381522,-87.564627832
3117,THEFT,Tuesday,11/10/2015,12:00,41.76906165,-87.673637783
3118,ROBBERY,Monday,11/09/2015,13:30,41.908782633,-87.721623963
3119,THEFT,Thursday,11/12/2015,05:30,41.792697215,-87.606181304
3120,SEX OFFENSE,Tuesday,11/10/2015,11:40,41.949635999,-87.758277435
3121,ROBBERY,Thursday,11/12/2015,10:20,41.910584156,-87.643416457
3122,THEFT,Wednesday,11/11/2015,16:45,41.745804894,-87.60435812
3123,THEFT,Wednesday,11/04/2015,10:50,41.750772111,-87.624538423
3124,THEFT,Thursday,11/12/2015,10:30,41.750396912,-87.653735437
3125,THEFT,Wednesday,11/11/2015,22:00,41.882008886,-87.659672302
3126,THEFT,Wednesday,11/11/2015,21:30,41.810177445,-87.619614263
3127,BATTERY,Thursday,11/12/2015,10:15,41.88791171,-87.624559608
3128,THEFT,Tuesday,11/10/2015,23:30,41.977622783,-87.702117423
3129,THEFT,Thursday,11/12/2015,08:53,41.905962704,-87.680466433
3130,THEFT,Thursday,11/12/2015,07:05,41.759788276,-87.611497328
3131,THEFT,Thursday,11/12/2015,10:00,41.955113932,-87.677483468
3132,THEFT,Monday,10/19/2015,16:00,41.859672226,-87.734764274
3133,THEFT,Thursday,11/12/2015,08:00,41.94986538,-87.665303236
3134,THEFT,Thursday,11/12/2015,08:30,41.905447207,-87.685871795
3135,THEFT,Wednesday,11/11/2015,18:30,41.969718728,-87.656233706
3136,THEFT,Wednesday,11/11/2015,22:00,41.772385214,-87.590075364
3137,THEFT,Wednesday,11/11/2015,17:00,41.936538558,-87.642883188
3138,THEFT,Thursday,11/12/2015,04:35,41.941428032,-87.745273357
3139,THEFT,Sunday,11/08/2015,21:30,41.735012449,-87.555528069
3140,ROBBERY,Thursday,11/12/2015,01:07,41.847312218,-87.678945384
3141,ROBBERY,Wednesday,11/11/2015,20:55,41.705079382,-87.603943097
3142,WEAPONS VIOLATION,Wednesday,11/11/2015,20:45,41.895070271,-87.742172776
3143,ROBBERY,Wednesday,11/11/2015,19:50,41.798162977,-87.582585799
3144,BATTERY,Wednesday,11/11/2015,20:14,41.774697151,-87.690843572
3145,THEFT,Tuesday,11/10/2015,22:00,41.739662581,-87.646586429
3146,WEAPONS VIOLATION,Wednesday,11/11/2015,19:06,41.751488663,-87.65133817
3147,THEFT,Wednesday,11/11/2015,18:20,41.882553868,-87.624383802
3148,WEAPONS VIOLATION,Wednesday,11/11/2015,12:14,41.750742298,-87.610066837
3149,BATTERY,Wednesday,11/11/2015,16:55,41.897077415,-87.769121944
3150,THEFT,Tuesday,11/10/2015,07:00,41.953631538,-87.729408185
3151,BATTERY,Wednesday,11/11/2015,17:27,41.746868542,-87.652944476
3152,THEFT,Wednesday,11/11/2015,16:30,41.87403433,-87.651803057
3153,BATTERY,Wednesday,11/11/2015,15:00,41.735162876,-87.54578418
3154,THEFT,Wednesday,11/11/2015,08:00,41.901826535,-87.645115988
3155,OFFENSE INVOLVING CHILDREN,Wednesday,11/11/2015,16:50,41.996812101,-87.688632661
3156,THEFT,Wednesday,11/11/2015,04:30,41.966463864,-87.723771426
3157,BATTERY,Wednesday,11/11/2015,16:55,41.876768405,-87.746358539
3158,THEFT,Wednesday,11/11/2015,14:15,41.95927828,-87.715835873
3159,THEFT,Wednesday,11/11/2015,14:40,41.886919447,-87.621639939
3160,BATTERY,Wednesday,11/11/2015,14:35,41.790036743,-87.657196537
3161,THEFT,Tuesday,11/10/2015,19:00,41.904912406,-87.683015532
3162,THEFT,Wednesday,11/11/2015,14:30,41.893493375,-87.626767723
3163,ROBBERY,Wednesday,11/11/2015,13:20,41.786932412,-87.623887252
3164,THEFT,Thursday,10/29/2015,00:01,41.911806588,-87.777736168
3165,THEFT,Tuesday,11/10/2015,21:30,41.76188897,-87.691730085
3166,ASSAULT,Wednesday,11/11/2015,13:30,41.820095238,-87.695654498
3167,THEFT,Wednesday,11/11/2015,00:00,41.994389359,-87.730100862
3168,THEFT,Saturday,11/07/2015,22:00,41.926123407,-87.702349729
3169,THEFT,Tuesday,11/10/2015,21:00,41.747244268,-87.562518884
3170,WEAPONS VIOLATION,Wednesday,11/11/2015,09:48,41.682505174,-87.625998326
3171,ROBBERY,Tuesday,11/10/2015,21:00,41.878415984,-87.679013713
3172,THEFT,Monday,11/09/2015,09:00,41.85426932,-87.659556037
3173,BATTERY,Tuesday,11/10/2015,18:23,41.965394976,-87.657820148
3174,THEFT,Tuesday,11/10/2015,22:30,41.994424063,-87.732532129
3175,THEFT,Tuesday,11/10/2015,21:30,41.949092979,-87.643736581
3176,THEFT,Tuesday,11/10/2015,15:20,41.967397539,-87.721828369
3177,THEFT,Tuesday,11/10/2015,22:00,41.802584318,-87.675755036
3178,THEFT,Wednesday,11/11/2015,11:40,41.85826495,-87.709088822
3179,BATTERY,Wednesday,11/11/2015,08:50,41.743306874,-87.584617594
3180,THEFT,Friday,11/06/2015,23:45,41.838758482,-87.64745455
3181,THEFT,Wednesday,11/11/2015,00:30,41.961834539,-87.698482512
3182,THEFT,Saturday,11/07/2015,23:30,41.950979816,-87.685951602
3183,THEFT,Tuesday,11/10/2015,20:30,41.702409126,-87.669112203
3184,THEFT,Wednesday,11/11/2015,07:00,41.954254371,-87.671635862
3185,THEFT,Wednesday,11/11/2015,06:15,41.911053957,-87.676259413
3186,THEFT,Tuesday,11/10/2015,18:30,41.976443674,-87.712345505
3187,ASSAULT,Wednesday,11/04/2015,08:25,41.75395833,-87.666261113
3188,THEFT,Tuesday,11/10/2015,19:00,41.941973216,-87.682054648
3189,THEFT,Tuesday,11/10/2015,18:30,41.815598334,-87.619766847
3190,BATTERY,Tuesday,11/10/2015,09:40,41.928328638,-87.711195432
3191,ROBBERY,Tuesday,11/10/2015,22:15,41.909358574,-87.67587636
3192,THEFT,Tuesday,11/10/2015,19:45,41.785870044,-87.729452505
3193,THEFT,Tuesday,11/10/2015,17:00,41.907510317,-87.674198092
3194,BATTERY,Tuesday,11/10/2015,22:09,41.886202018,-87.738673905
3195,THEFT,Tuesday,11/10/2015,21:45,41.972681352,-87.739308038
3196,ASSAULT,Tuesday,11/10/2015,18:25,41.745027159,-87.585821509
3197,ASSAULT,Tuesday,11/10/2015,13:46,41.727424677,-87.611061111
3198,BATTERY,Tuesday,11/10/2015,16:20,41.934705305,-87.78246963
3199,THEFT,Tuesday,11/10/2015,17:45,41.890117125,-87.645157222
3200,THEFT,Monday,11/09/2015,19:57,41.763723517,-87.697899086
3201,THEFT,Tuesday,11/10/2015,11:00,41.852076271,-87.682328734
3202,THEFT,Sunday,11/08/2015,22:30,41.935678385,-87.710315443
3203,BATTERY,Friday,10/23/2015,16:00,41.774069965,-87.644639452
3204,THEFT,Tuesday,11/10/2015,11:00,41.85423316,-87.715599321
3205,ASSAULT,Tuesday,11/10/2015,14:30,41.994120327,-87.714104987
3206,THEFT,Tuesday,11/10/2015,15:30,42.00016076,-87.70459878
3207,BATTERY,Sunday,11/08/2015,18:00,41.76035956,-87.574933738
3208,THEFT,Monday,10/19/2015,12:00,41.845065799,-87.731857934
3209,THEFT,Tuesday,11/10/2015,07:00,41.816157509,-87.618337289
3210,ASSAULT,Tuesday,11/10/2015,16:40,41.984902218,-87.768303041
3211,BATTERY,Sunday,11/08/2015,07:00,41.909392126,-87.764380883
3212,ASSAULT,Tuesday,11/10/2015,15:50,41.825236236,-87.70982803
3213,THEFT,Monday,11/02/2015,09:00,41.82400217,-87.67267053
3214,THEFT,Monday,11/09/2015,20:30,41.932069855,-87.712364501
3215,THEFT,Saturday,11/07/2015,13:00,41.921696943,-87.687537431
3216,THEFT,Tuesday,11/10/2015,13:20,41.953259877,-87.760226384
3217,THEFT,Tuesday,11/10/2015,12:10,41.915529106,-87.683855685
3218,ASSAULT,Tuesday,11/10/2015,13:30,41.939961606,-87.730264945
3219,BATTERY,Tuesday,11/10/2015,13:25,41.892002902,-87.625373807
3220,THEFT,Monday,11/09/2015,00:00,42.011956612,-87.686076923
3221,THEFT,Tuesday,11/10/2015,08:00,41.746458302,-87.707758214
3222,THEFT,Sunday,11/08/2015,22:18,41.754268012,-87.582155675
3223,THEFT,Tuesday,11/10/2015,04:30,41.75966587,-87.587605199
3224,ASSAULT,Tuesday,11/10/2015,11:33,41.884498373,-87.741432947
3225,THEFT,Tuesday,11/10/2015,11:00,41.89408137,-87.677788705
3226,BATTERY,Friday,11/06/2015,15:15,41.872885692,-87.760019685
3227,ROBBERY,Tuesday,11/10/2015,10:15,41.971972119,-87.657699173
3228,THEFT,Monday,11/09/2015,22:00,41.901960141,-87.701794242
3229,THEFT,Monday,11/09/2015,18:00,41.9196993,-87.727857992
3230,ASSAULT,Monday,11/09/2015,17:00,41.972944196,-87.728159323
3231,THEFT,Sunday,11/08/2015,13:45,41.884457946,-87.624315012
3232,THEFT,Sunday,11/08/2015,07:00,41.820155264,-87.622654854
3233,THEFT,Monday,11/09/2015,16:00,41.89740497,-87.754434051
3234,THEFT,Monday,11/09/2015,18:00,41.958546849,-87.683742594
3235,THEFT,Monday,11/09/2015,23:00,41.947662071,-87.770289876
3236,THEFT,Tuesday,11/10/2015,08:15,41.969381555,-87.647970902
3237,THEFT,Tuesday,11/10/2015,09:00,41.880966228,-87.706719713
3238,THEFT,Sunday,11/08/2015,07:30,41.748818443,-87.589420131
3239,THEFT,Monday,11/09/2015,15:30,41.745276131,-87.592909216
3240,THEFT,Monday,11/09/2015,23:45,41.765162688,-87.624896894
3241,THEFT,Monday,11/09/2015,20:30,41.972283235,-87.686949456
3242,THEFT,Monday,11/09/2015,03:00,41.782208791,-87.784634781
3243,THEFT,Monday,11/09/2015,21:00,41.836600771,-87.61677038
3244,THEFT,Tuesday,11/10/2015,07:00,41.751516335,-87.676818895
3245,THEFT,Sunday,11/08/2015,21:00,41.778780469,-87.777639351
3246,THEFT,Saturday,11/07/2015,10:00,41.775221976,-87.767137337
3247,THEFT,Monday,11/09/2015,17:00,41.905255153,-87.734423177
3248,THEFT,Monday,11/09/2015,22:00,41.98841085,-87.786759239
3249,THEFT,Monday,11/09/2015,23:30,41.836600771,-87.61677038
3250,THEFT,Monday,11/09/2015,16:00,41.792879285,-87.694996551
3251,THEFT,Sunday,11/08/2015,13:15,41.765688762,-87.616357696
3252,ASSAULT,Monday,11/09/2015,22:30,41.718836188,-87.537701779
3253,THEFT,Tuesday,11/10/2015,05:00,41.781781948,-87.699561398
3254,THEFT,Tuesday,11/10/2015,03:35,41.88705768,-87.647514742
3255,ROBBERY,Monday,11/09/2015,00:20,41.950320001,-87.647002452
3256,THEFT,Monday,11/09/2015,14:00,41.867079272,-87.651612596
3257,THEFT,Monday,11/09/2015,18:15,41.880654649,-87.634198338
3258,ROBBERY,Sunday,11/01/2015,01:27,41.751383531,-87.552889749
3259,ROBBERY,Tuesday,11/10/2015,00:07,41.751375148,-87.55895132
3260,ROBBERY,Monday,11/09/2015,23:00,41.758518179,-87.588362511
3261,ASSAULT,Tuesday,11/10/2015,00:08,41.793557068,-87.673614023
3262,ASSAULT,Monday,11/09/2015,22:30,41.718836188,-87.537701779
3263,ROBBERY,Monday,11/09/2015,20:30,41.864217865,-87.702173146
3264,THEFT,Sunday,11/08/2015,22:00,41.949888903,-87.73896461
3265,WEAPONS VIOLATION,Monday,11/09/2015,21:21,42.017939019,-87.682211128
3266,THEFT,Monday,11/09/2015,19:20,41.858494795,-87.705441426
3267,ROBBERY,Monday,11/09/2015,17:44,41.751452878,-87.624567581
3268,WEAPONS VIOLATION,Monday,11/09/2015,20:13,41.926865375,-87.724394743
3269,BATTERY,Monday,11/09/2015,15:30,41.883059295,-87.75088028
3270,BATTERY,Monday,11/09/2015,14:30,41.707545236,-87.6002896
3271,BATTERY,Monday,11/09/2015,21:00,41.960308881,-87.706998176
3272,THEFT,Monday,11/09/2015,16:30,41.790872026,-87.606143261
3273,THEFT,Monday,11/09/2015,18:30,41.886443395,-87.626316579
3274,THEFT,Monday,11/09/2015,16:45,41.889739036,-87.733862986
3275,THEFT,Saturday,11/07/2015,22:00,41.950968746,-87.828072152
3276,THEFT,Monday,11/09/2015,19:00,41.842918826,-87.655318888
3277,THEFT,Sunday,11/08/2015,22:30,42.008663217,-87.816422853
3278,ROBBERY,Monday,11/09/2015,18:00,41.830676853,-87.610352872
3279,THEFT,Monday,11/09/2015,14:30,41.96619172,-87.657977197
3280,THEFT,Sunday,11/08/2015,13:00,41.74418965,-87.648711139
3281,WEAPONS VIOLATION,Monday,11/09/2015,16:55,41.872307648,-87.722937512
3282,THEFT,Monday,11/09/2015,04:35,41.782285774,-87.787545336
3283,ASSAULT,Monday,11/09/2015,14:48,41.840545388,-87.726006517
3284,BATTERY,Monday,11/09/2015,15:40,41.776763954,-87.606625284
3285,THEFT,Sunday,11/08/2015,04:00,41.884313592,-87.633890369
