Offense_ID,Offense,Classification
11284,larceny,ROBBERY
11285,larceny,ROBBERY
11286,larceny,ROBBERY
11287,larceny,ROBBERY
11288,robbery,ROBBERY
11289,larceny,ROBBERY
11290,robbery,ROBBERY
11291,aggravated-assault,ROBBERY
11292,larceny,ROBBERY
11293,larceny,ROBBERY
11294,aggravated-assault,ASSAULT
11295,aggravated-assault,ASSAULT
11296,larceny,ROBBERY
11297,larceny,ROBBERY
11298,larceny,ROBBERY
11299,larceny,ROBBERY
11300,larceny,ROBBERY
11301,larceny,ROBBERY
11302,larceny,ROBBERY
11303,larceny,ROBBERY
11304,larceny,ROBBERY
11305,larceny,ROBBERY
11306,larceny,ROBBERY
11307,robbery,ROBBERY
11308,larceny,ROBBERY
11309,larceny,ROBBERY
11310,robbery,ROBBERY
11311,aggravated-assault,ROBBERY
11312,robbery,ROBBERY
11313,murder,ROBBERY
11314,larceny,ROBBERY
11315,larceny,ROBBERY
11316,aggravated-assault,ASSAULT
11317,larceny,ROBBERY
11318,larceny,ROBBERY
11319,robbery,ROBBERY
11320,larceny,ROBBERY
11321,larceny,ROBBERY
11322,larceny,ROBBERY
11323,larceny,ROBBERY
11324,larceny,ROBBERY
11325,larceny,ROBBERY
11326,larceny,ROBBERY
11327,larceny,ROBBERY
11328,larceny,ROBBERY
11329,larceny,ROBBERY
11330,larceny,ROBBERY
11331,larceny,ROBBERY
11332,larceny,ROBBERY
11333,larceny,ROBBERY
11334,larceny,ROBBERY
11335,larceny,ROBBERY
11336,larceny,ROBBERY
11337,larceny,ROBBERY
11338,larceny,ROBBERY
11339,larceny,ROBBERY
11340,larceny,ROBBERY
11341,larceny,ROBBERY
11342,larceny,ROBBERY
11343,larceny,ROBBERY
11344,larceny,ROBBERY
11345,larceny,ROBBERY
11346,larceny,ROBBERY
11347,robbery,ROBBERY
11348,larceny,ROBBERY
11349,robbery,ROBBERY
11350,aggravated-assault,ASSAULT
11351,robbery,ROBBERY
11352,larceny,ROBBERY
11353,larceny,ROBBERY
11354,larceny,ROBBERY
11355,aggravated-assault,ROBBERY
11356,larceny,ROBBERY
11357,larceny,ROBBERY
11358,larceny,ROBBERY
11359,larceny,ROBBERY
11360,larceny,ROBBERY
11361,larceny,ROBBERY
11362,aggravated-assault,ASSAULT
11363,larceny,ROBBERY
11364,larceny,ROBBERY
11365,larceny,ROBBERY
11366,robbery,ROBBERY
11367,larceny,ROBBERY
11368,larceny,ROBBERY
11369,larceny,ROBBERY
11370,aggravated-assault,ROBBERY
11371,larceny,ROBBERY
11372,aggravated-assault,ROBBERY
11373,larceny,ROBBERY
11374,larceny,ROBBERY
11375,larceny,ROBBERY
11376,robbery,ROBBERY
11377,larceny,ROBBERY
11378,larceny,ROBBERY
11379,aggravated-assault,ROBBERY
11380,robbery,ROBBERY
11381,larceny,ROBBERY
11382,larceny,ROBBERY
11383,larceny,ROBBERY
11384,larceny,ROBBERY
11385,larceny,ROBBERY
11386,larceny,ROBBERY
11387,larceny,ROBBERY
11388,robbery,ROBBERY
11389,larceny,ROBBERY
11390,aggravated-assault,ASSAULT
11391,larceny,ROBBERY
11392,larceny,ROBBERY
11393,larceny,ROBBERY
11394,larceny,ROBBERY
11395,larceny,ROBBERY
11396,larceny,ROBBERY
11397,robbery,ROBBERY
11398,larceny,ROBBERY
11399,robbery,ROBBERY
11400,larceny,ROBBERY
11401,larceny,ROBBERY
11402,larceny,ROBBERY
11403,larceny,ROBBERY
11404,larceny,ROBBERY
11405,larceny,ROBBERY
11406,aggravated-assault,ROBBERY
11407,aggravated-assault,ASSAULT
11408,aggravated-assault,ASSAULT
11409,larceny,ROBBERY
11410,larceny,ROBBERY
11411,larceny,ROBBERY
11412,larceny,ROBBERY
11413,larceny,ROBBERY
11414,larceny,ROBBERY
11415,larceny,ROBBERY
11416,larceny,ROBBERY
11417,larceny,ROBBERY
11418,aggravated-assault,ASSAULT
11419,larceny,ROBBERY
11420,larceny,ROBBERY
11421,larceny,ROBBERY
11422,aggravated-assault,ROBBERY
11423,larceny,ROBBERY
11424,larceny,ROBBERY
11425,larceny,ROBBERY
11426,robbery,ROBBERY
11427,larceny,ROBBERY
11428,larceny,ROBBERY
11429,larceny,ROBBERY
11430,robbery,ROBBERY
11431,robbery,ROBBERY
11432,robbery,ROBBERY
11433,larceny,ROBBERY
11434,larceny,ROBBERY
11435,larceny,ROBBERY
11436,larceny,ROBBERY
11437,larceny,ROBBERY
11438,larceny,ROBBERY
11439,larceny,ROBBERY
11440,larceny,ROBBERY
11441,larceny,ROBBERY
11442,larceny,ROBBERY
11443,larceny,ROBBERY
11444,larceny,ROBBERY
11445,larceny,ROBBERY
11446,larceny,ROBBERY
11447,larceny,ROBBERY
11448,larceny,ROBBERY
11449,larceny,ROBBERY
11450,larceny,ROBBERY
11451,larceny,ROBBERY
11452,larceny,ROBBERY
11453,larceny,ROBBERY
11454,larceny,ROBBERY
11455,larceny,ROBBERY
11456,larceny,ROBBERY
11457,larceny,ROBBERY
11458,larceny,ROBBERY
11459,larceny,ROBBERY
11460,larceny,ROBBERY
11461,larceny,ROBBERY
11462,larceny,ROBBERY
11463,larceny,ROBBERY
11464,larceny,ROBBERY
11465,larceny,ROBBERY
11466,larceny,ROBBERY
11467,larceny,ROBBERY
11468,larceny,ROBBERY
11469,larceny,ROBBERY
11470,larceny,ROBBERY
11471,larceny,ROBBERY
11472,larceny,ROBBERY
11473,larceny,ROBBERY
11474,larceny,ROBBERY
11475,larceny,ROBBERY
11476,larceny,ROBBERY
11477,larceny,ROBBERY
11478,larceny,ROBBERY
11479,larceny,ROBBERY
11480,larceny,ROBBERY
11481,larceny,ROBBERY
11482,larceny,ROBBERY
11483,larceny,ROBBERY
11484,larceny,ROBBERY
11485,larceny,ROBBERY
11486,larceny,ROBBERY
11487,larceny,ROBBERY
11488,larceny,ROBBERY
11489,larceny,ROBBERY
11490,larceny,ROBBERY
11491,larceny,ROBBERY
11492,larceny,ROBBERY
11493,larceny,ROBBERY
11494,larceny,ROBBERY
11495,larceny,ROBBERY
11496,larceny,ROBBERY
11497,larceny,ROBBERY
11498,larceny,ROBBERY
11499,larceny,ROBBERY
11500,aggravated-assault,ROBBERY
11501,larceny,ROBBERY
11502,larceny,ROBBERY
11503,larceny,ROBBERY
11504,larceny,ROBBERY
11505,larceny,ROBBERY
11506,robbery,ROBBERY
11507,larceny,ROBBERY
11508,larceny,ROBBERY
11509,larceny,ROBBERY
11510,larceny,ROBBERY
11511,larceny,ROBBERY
11512,larceny,ROBBERY
11513,larceny,ROBBERY
11514,larceny,ROBBERY
11515,robbery,ROBBERY
11516,larceny,ROBBERY
11517,larceny,ROBBERY
11518,larceny,ROBBERY
11519,larceny,ROBBERY
11520,robbery,ROBBERY
11521,larceny,ROBBERY
11522,aggravated-assault,ROBBERY
11523,larceny,ROBBERY
11524,robbery,ROBBERY
11525,larceny,ROBBERY
11526,larceny,ROBBERY
11527,robbery,ROBBERY
11528,larceny,ROBBERY
11529,larceny,ROBBERY
11530,larceny,ROBBERY
11531,larceny,ROBBERY
11532,larceny,ROBBERY
11533,larceny,ROBBERY
11534,larceny,ROBBERY
11535,larceny,ROBBERY
11536,aggravated-assault,ROBBERY
11537,larceny,ROBBERY
11538,larceny,ROBBERY
11539,larceny,ROBBERY
11540,larceny,ROBBERY
11541,larceny,ROBBERY
11542,larceny,ROBBERY
11543,larceny,ROBBERY
11544,larceny,ROBBERY
11545,larceny,ROBBERY
11546,larceny,ROBBERY
11547,larceny,ROBBERY
11548,larceny,ROBBERY
11549,larceny,ROBBERY
11550,larceny,ROBBERY
11551,larceny,ROBBERY
11552,larceny,ROBBERY
11553,larceny,ROBBERY
11554,larceny,ROBBERY
11555,aggravated-assault,ROBBERY
11556,larceny,ROBBERY
11557,larceny,ROBBERY
11558,robbery,ROBBERY
11559,robbery,ROBBERY
11560,robbery,ROBBERY
11561,larceny,ROBBERY
11562,robbery,ROBBERY
11563,robbery,ROBBERY
11564,larceny,ROBBERY
11565,larceny,ROBBERY
11566,larceny,ROBBERY
11567,larceny,ROBBERY
11568,larceny,ROBBERY
11569,larceny,ROBBERY
11570,larceny,ROBBERY
11571,aggravated-assault,ROBBERY
11572,aggravated-assault,ROBBERY
11573,larceny,ROBBERY
11574,larceny,ROBBERY
11575,larceny,ROBBERY
11576,larceny,ROBBERY
11577,larceny,ROBBERY
11578,larceny,ROBBERY
11579,larceny,ROBBERY
11580,larceny,ROBBERY
11581,robbery,ROBBERY
11582,larceny,ROBBERY
11583,larceny,ROBBERY
11584,larceny,ROBBERY
11585,larceny,ROBBERY
11586,larceny,ROBBERY
11587,larceny,ROBBERY
11588,larceny,ROBBERY
11589,larceny,ROBBERY
11590,larceny,ROBBERY
11591,larceny,ROBBERY
11592,aggravated-assault,ROBBERY
11593,larceny,ROBBERY
11594,larceny,ROBBERY
11595,larceny,ROBBERY
11596,aggravated-assault,ASSAULT
11597,aggravated-assault,ASSAULT
11598,aggravated-assault,ASSAULT
11599,larceny,ROBBERY
11600,larceny,ROBBERY
11601,aggravated-assault,ASSAULT
11602,aggravated-assault,ASSAULT
11603,aggravated-assault,ASSAULT
11604,robbery,ROBBERY
11605,aggravated-assault,ASSAULT
11606,larceny,ROBBERY
11607,larceny,ROBBERY
11608,larceny,ROBBERY
11609,larceny,ROBBERY
11610,larceny,ROBBERY
11611,larceny,ROBBERY
11612,larceny,ROBBERY
11613,aggravated-assault,ASSAULT
11614,larceny,ROBBERY
11615,larceny,ROBBERY
11616,larceny,ROBBERY
11617,larceny,ROBBERY
11618,larceny,ROBBERY
11619,larceny,ROBBERY
11620,larceny,ROBBERY
11621,larceny,ROBBERY
11622,larceny,ROBBERY
11623,larceny,ROBBERY
11624,aggravated-assault,ASSAULT
11625,aggravated-assault,ASSAULT
11626,aggravated-assault,ROBBERY
11627,larceny,ROBBERY
11628,larceny,ROBBERY
11629,larceny,ROBBERY
11630,larceny,ROBBERY
11631,larceny,ROBBERY
11632,robbery,ROBBERY
11633,robbery,ROBBERY
11634,robbery,ROBBERY
11635,larceny,ROBBERY
11636,larceny,ROBBERY
11637,larceny,ROBBERY
11638,larceny,ROBBERY
11639,larceny,ROBBERY
11640,larceny,ROBBERY
11641,larceny,ROBBERY
11642,larceny,ROBBERY
11643,larceny,ROBBERY
11644,larceny,ROBBERY
11645,larceny,ROBBERY
11646,larceny,ROBBERY
11647,larceny,ROBBERY
11648,larceny,ROBBERY
11649,larceny,ROBBERY
11650,larceny,ROBBERY
11651,robbery,ROBBERY
11652,larceny,ROBBERY
11653,larceny,ROBBERY
11654,larceny,ROBBERY
11655,larceny,ROBBERY
11656,larceny,ROBBERY
11657,larceny,ROBBERY
11658,larceny,ROBBERY
11659,aggravated-assault,ROBBERY
11660,larceny,ROBBERY
11661,larceny,ROBBERY
11662,larceny,ROBBERY
11663,larceny,ROBBERY
11664,aggravated-assault,ASSAULT
11665,larceny,ROBBERY
11666,larceny,ROBBERY
11667,larceny,ROBBERY
11668,larceny,ROBBERY
11669,larceny,ROBBERY
11670,larceny,ROBBERY
11671,larceny,ROBBERY
11672,aggravated-assault,ASSAULT
11673,larceny,ROBBERY
11674,larceny,ROBBERY
11675,aggravated-assault,ROBBERY
11676,larceny,ROBBERY
11677,larceny,ROBBERY
11678,larceny,ROBBERY
11679,larceny,ROBBERY
11680,larceny,ROBBERY
11681,larceny,ROBBERY
11682,larceny,ROBBERY
11683,larceny,ROBBERY
11684,larceny,ROBBERY
11685,larceny,ROBBERY
11686,larceny,ROBBERY
11687,larceny,ROBBERY
11688,larceny,ROBBERY
11689,larceny,ROBBERY
11690,larceny,ROBBERY
11691,larceny,ROBBERY
11692,larceny,ROBBERY
11693,larceny,ROBBERY
11694,larceny,ROBBERY
11695,larceny,ROBBERY
11696,larceny,ROBBERY
11697,larceny,ROBBERY
11698,larceny,ROBBERY
11699,larceny,ROBBERY
11700,larceny,ROBBERY
11701,larceny,ROBBERY
11702,larceny,ROBBERY
11703,larceny,ROBBERY
11704,larceny,ROBBERY
11705,larceny,ROBBERY
11706,larceny,ROBBERY
11707,larceny,ROBBERY
11708,larceny,ROBBERY
11709,robbery,ROBBERY
11710,aggravated-assault,ASSAULT
11711,larceny,ROBBERY
11712,aggravated-assault,ROBBERY
11713,robbery,ROBBERY
11714,larceny,ROBBERY
11715,aggravated-assault,ASSAULT
11716,larceny,ROBBERY
11717,larceny,ROBBERY
11718,larceny,ROBBERY
11719,larceny,ROBBERY
11720,larceny,ROBBERY
11721,larceny,ROBBERY
11722,larceny,ROBBERY
11723,larceny,ROBBERY
11724,larceny,ROBBERY
11725,robbery,ROBBERY
11726,aggravated-assault,ROBBERY
11727,robbery,ROBBERY
11728,aggravated-assault,ASSAULT
11729,larceny,ROBBERY
11730,aggravated-assault,ASSAULT
11731,larceny,ROBBERY
11732,larceny,ROBBERY
11733,larceny,ROBBERY
11734,larceny,ROBBERY
11735,larceny,ROBBERY
11736,robbery,ROBBERY
11737,larceny,ROBBERY
11738,larceny,ROBBERY
11739,robbery,ROBBERY
11740,larceny,ROBBERY
11741,larceny,ROBBERY
11742,larceny,ROBBERY
11743,larceny,ROBBERY
11744,larceny,ROBBERY
11745,aggravated-assault,ASSAULT
11746,larceny,ROBBERY
11747,larceny,ROBBERY
11748,larceny,ROBBERY
11749,larceny,ROBBERY
11750,aggravated-assault,ASSAULT
11751,larceny,ROBBERY
11752,larceny,ROBBERY
11753,larceny,ROBBERY
11754,larceny,ROBBERY
11755,larceny,ROBBERY
11756,larceny,ROBBERY
11757,larceny,ROBBERY
11758,larceny,ROBBERY
11759,larceny,ROBBERY
11760,larceny,ROBBERY
11761,larceny,ROBBERY
11762,larceny,ROBBERY
11763,larceny,ROBBERY
11764,larceny,ROBBERY
11765,larceny,ROBBERY
11766,robbery,ROBBERY
11767,larceny,ROBBERY
11768,larceny,ROBBERY
11769,larceny,ROBBERY
11770,larceny,ROBBERY
11771,robbery,ROBBERY
11772,larceny,ROBBERY
11773,larceny,ROBBERY
11774,larceny,ROBBERY
11775,larceny,ROBBERY
11776,aggravated-assault,ASSAULT
11777,aggravated-assault,ASSAULT
11778,robbery,ROBBERY
11779,larceny,ROBBERY
11780,larceny,ROBBERY
11781,larceny,ROBBERY
11782,larceny,ROBBERY
11783,larceny,ROBBERY
11784,larceny,ROBBERY
11785,larceny,ROBBERY
11786,larceny,ROBBERY
11787,larceny,ROBBERY
11788,larceny,ROBBERY
11789,larceny,ROBBERY
11790,larceny,ROBBERY
11791,larceny,ROBBERY
11792,larceny,ROBBERY
11793,larceny,ROBBERY
11794,larceny,ROBBERY
11795,larceny,ROBBERY
11796,larceny,ROBBERY
11797,larceny,ROBBERY
11798,larceny,ROBBERY
11799,larceny,ROBBERY
11800,larceny,ROBBERY
11801,larceny,ROBBERY
11802,larceny,ROBBERY
11803,larceny,ROBBERY
11804,larceny,ROBBERY
11805,aggravated-assault,ASSAULT
11806,larceny,ROBBERY
11807,robbery,ROBBERY
11808,larceny,ROBBERY
11809,larceny,ROBBERY
11810,larceny,ROBBERY
11811,larceny,ROBBERY
11812,larceny,ROBBERY
11813,larceny,ROBBERY
11814,aggravated-assault,ASSAULT
11815,robbery,ROBBERY
11816,larceny,ROBBERY
11817,larceny,ROBBERY
11818,robbery,ROBBERY
11819,larceny,ROBBERY
11820,larceny,ROBBERY
11821,larceny,ROBBERY
11822,larceny,ROBBERY
11823,larceny,ROBBERY
11824,larceny,ROBBERY
11825,larceny,ROBBERY
11826,larceny,ROBBERY
11827,aggravated-assault,ASSAULT
11828,larceny,ROBBERY
11829,larceny,ROBBERY
11830,larceny,ROBBERY
11831,larceny,ROBBERY
11832,larceny,ROBBERY
11833,robbery,ROBBERY
11834,aggravated-assault,ASSAULT
11835,larceny,ROBBERY
11836,larceny,ROBBERY
11837,robbery,ROBBERY
11838,larceny,ROBBERY
11839,larceny,ROBBERY
11840,larceny,ROBBERY
11841,larceny,ROBBERY
11842,larceny,ROBBERY
11843,larceny,ROBBERY
11844,larceny,ROBBERY
11845,aggravated-assault,ROBBERY
11846,larceny,ROBBERY
11847,larceny,ROBBERY
11848,larceny,ROBBERY
11849,robbery,ROBBERY
11850,aggravated-assault,ASSAULT
11851,larceny,ROBBERY
11852,aggravated-assault,ASSAULT
11853,aggravated-assault,ASSAULT
11854,aggravated-assault,ASSAULT
11855,aggravated-assault,ROBBERY
11856,larceny,ROBBERY
11857,larceny,ROBBERY
11858,larceny,ROBBERY
11859,larceny,ROBBERY
11860,larceny,ROBBERY
11861,larceny,ROBBERY
11862,larceny,ROBBERY
11863,larceny,ROBBERY
11864,larceny,ROBBERY
11865,larceny,ROBBERY
11866,larceny,ROBBERY
11867,larceny,ROBBERY
11868,larceny,ROBBERY
11869,larceny,ROBBERY
11870,larceny,ROBBERY
11871,larceny,ROBBERY
11872,larceny,ROBBERY
11873,larceny,ROBBERY
11874,larceny,ROBBERY
11875,larceny,ROBBERY
11876,larceny,ROBBERY
11877,larceny,ROBBERY
11878,larceny,ROBBERY
11879,larceny,ROBBERY
11880,larceny,ROBBERY
11881,larceny,ROBBERY
11882,larceny,ROBBERY
11883,larceny,ROBBERY
11884,larceny,ROBBERY
11885,larceny,ROBBERY
11886,larceny,ROBBERY
11887,larceny,ROBBERY
11888,larceny,ROBBERY
11889,robbery,ROBBERY
11890,aggravated-assault,ROBBERY
11891,larceny,ROBBERY
11892,aggravated-assault,ROBBERY
11893,larceny,ROBBERY
11894,larceny,ROBBERY
11895,larceny,ROBBERY
11896,larceny,ROBBERY
11897,larceny,ROBBERY
11898,larceny,ROBBERY
11899,larceny,ROBBERY
11900,larceny,ROBBERY
11901,larceny,ROBBERY
11902,larceny,ROBBERY
11903,larceny,ROBBERY
11904,larceny,ROBBERY
11905,larceny,ROBBERY
11906,larceny,ROBBERY
11907,larceny,ROBBERY
11908,larceny,ROBBERY
11909,larceny,ROBBERY
11910,larceny,ROBBERY
11911,larceny,ROBBERY
11912,larceny,ROBBERY
11913,aggravated-assault,ROBBERY
11914,larceny,ROBBERY
11915,larceny,ROBBERY
11916,larceny,ROBBERY
11917,larceny,ROBBERY
11918,larceny,ROBBERY
11919,larceny,ROBBERY
11920,larceny,ROBBERY
11921,larceny,ROBBERY
11922,larceny,ROBBERY
11923,larceny,ROBBERY
11924,larceny,ROBBERY
11925,larceny,ROBBERY
11926,larceny,ROBBERY
11927,larceny,ROBBERY
11928,larceny,ROBBERY
11929,larceny,ROBBERY
11930,larceny,ROBBERY
11931,larceny,ROBBERY
11932,larceny,ROBBERY
11933,larceny,ROBBERY
11934,larceny,ROBBERY
11935,larceny,ROBBERY
11936,larceny,ROBBERY
11937,aggravated-assault,ROBBERY
11938,larceny,ROBBERY
11939,larceny,ROBBERY
11940,larceny,ROBBERY
11941,larceny,ROBBERY
11942,larceny,ROBBERY
11943,larceny,ROBBERY
11944,larceny,ROBBERY
11945,larceny,ROBBERY
11946,larceny,ROBBERY
11947,larceny,ROBBERY
11948,larceny,ROBBERY
11949,larceny,ROBBERY
11950,larceny,ROBBERY
11951,larceny,ROBBERY
11952,larceny,ROBBERY
11953,larceny,ROBBERY
11954,larceny,ROBBERY
11955,larceny,ROBBERY
11956,larceny,ROBBERY
11957,larceny,ROBBERY
11958,larceny,ROBBERY
11959,larceny,ROBBERY
11960,larceny,ROBBERY
11961,larceny,ROBBERY
11962,larceny,ROBBERY
11963,larceny,ROBBERY
11964,larceny,ROBBERY
11965,larceny,ROBBERY
11966,larceny,ROBBERY
11967,larceny,ROBBERY
11968,larceny,ROBBERY
11969,larceny,ROBBERY
11970,larceny,ROBBERY
11971,larceny,ROBBERY
11972,larceny,ROBBERY
11973,larceny,ROBBERY
11974,larceny,ROBBERY
11975,larceny,ROBBERY
11976,larceny,ROBBERY
11977,larceny,ROBBERY
11978,larceny,ROBBERY
11979,larceny,ROBBERY
11980,larceny,ROBBERY
11981,larceny,ROBBERY
11982,larceny,ROBBERY
11983,larceny,ROBBERY
11984,larceny,ROBBERY
11985,larceny,ROBBERY
11986,larceny,ROBBERY
11987,larceny,ROBBERY
11988,larceny,ROBBERY
11989,larceny,ROBBERY
11990,larceny,ROBBERY
11991,larceny,ROBBERY
11992,robbery,ROBBERY
11993,larceny,ROBBERY
11994,larceny,ROBBERY
11995,larceny,ROBBERY
11996,larceny,ROBBERY
11997,larceny,ROBBERY
11998,larceny,ROBBERY
11999,larceny,ROBBERY
12000,larceny,ROBBERY
12001,larceny,ROBBERY
12002,larceny,ROBBERY
12003,larceny,ROBBERY
12004,larceny,ROBBERY
12005,larceny,ROBBERY
12006,larceny,ROBBERY
12007,larceny,ROBBERY
12008,larceny,ROBBERY
12009,larceny,ROBBERY
12010,larceny,ROBBERY
12011,larceny,ROBBERY
12012,larceny,ROBBERY
12013,larceny,ROBBERY
12014,larceny,ROBBERY
12015,larceny,ROBBERY
12016,larceny,ROBBERY
12017,larceny,ROBBERY
12018,larceny,ROBBERY
12019,larceny,ROBBERY
12020,larceny,ROBBERY
12021,larceny,ROBBERY
12022,larceny,ROBBERY
12023,larceny,ROBBERY
12024,robbery,ROBBERY
12025,aggravated-assault,ROBBERY
12026,aggravated-assault,ASSAULT
12027,larceny,ROBBERY
12028,larceny,ROBBERY
12029,larceny,ROBBERY
12030,larceny,ROBBERY
12031,larceny,ROBBERY
12032,larceny,ROBBERY
12033,larceny,ROBBERY
12034,larceny,ROBBERY
12035,larceny,ROBBERY
12036,larceny,ROBBERY
12037,larceny,ROBBERY
12038,larceny,ROBBERY
12039,larceny,ROBBERY
12040,larceny,ROBBERY
12041,larceny,ROBBERY
12042,larceny,ROBBERY
12043,larceny,ROBBERY
12044,larceny,ROBBERY
12045,larceny,ROBBERY
12046,larceny,ROBBERY
12047,larceny,ROBBERY
12048,larceny,ROBBERY
12049,larceny,ROBBERY
12050,larceny,ROBBERY
12051,larceny,ROBBERY
12052,larceny,ROBBERY
12053,aggravated-assault,ASSAULT
12054,larceny,ROBBERY
12055,larceny,ROBBERY
12056,larceny,ROBBERY
12057,larceny,ROBBERY
12058,larceny,ROBBERY
12059,larceny,ROBBERY
12060,larceny,ROBBERY
12061,larceny,ROBBERY
12062,larceny,ROBBERY
12063,larceny,ROBBERY
12064,aggravated-assault,ROBBERY
12065,larceny,ROBBERY
12066,larceny,ROBBERY
12067,aggravated-assault,ASSAULT
12068,aggravated-assault,ASSAULT
12069,larceny,ROBBERY
12070,larceny,ROBBERY
12071,larceny,ROBBERY
12072,larceny,ROBBERY
12073,larceny,ROBBERY
12074,larceny,ROBBERY
12075,larceny,ROBBERY
12076,larceny,ROBBERY
12077,aggravated-assault,ROBBERY
12078,larceny,ROBBERY
12079,aggravated-assault,ASSAULT
12080,larceny,ROBBERY
12081,larceny,ROBBERY
12082,larceny,ROBBERY
12083,larceny,ROBBERY
12084,larceny,ROBBERY
12085,larceny,ROBBERY
12086,larceny,ROBBERY
12087,larceny,ROBBERY
12088,larceny,ROBBERY
12089,larceny,ROBBERY
12090,larceny,ROBBERY
12091,larceny,ROBBERY
12092,larceny,ROBBERY
12093,larceny,ROBBERY
12094,larceny,ROBBERY
12095,larceny,ROBBERY
12096,larceny,ROBBERY
12097,aggravated-assault,ASSAULT
12098,larceny,ROBBERY
12099,larceny,ROBBERY
12100,robbery,ROBBERY
12101,larceny,ROBBERY
12102,robbery,ROBBERY
12103,larceny,ROBBERY
12104,larceny,ROBBERY
12105,larceny,ROBBERY
12106,larceny,ROBBERY
12107,larceny,ROBBERY
12108,larceny,ROBBERY
12109,larceny,ROBBERY
12110,larceny,ROBBERY
12111,larceny,ROBBERY
12112,larceny,ROBBERY
12113,larceny,ROBBERY
12114,larceny,ROBBERY
12115,larceny,ROBBERY
12116,larceny,ROBBERY
12117,larceny,ROBBERY
12118,larceny,ROBBERY
12119,larceny,ROBBERY
12120,larceny,ROBBERY
12121,larceny,ROBBERY
12122,larceny,ROBBERY
12123,larceny,ROBBERY
12124,larceny,ROBBERY
12125,larceny,ROBBERY
12126,robbery,ROBBERY
12127,larceny,ROBBERY
12128,larceny,ROBBERY
12129,larceny,ROBBERY
12130,robbery,ROBBERY
12131,larceny,ROBBERY
12132,robbery,ROBBERY
12133,larceny,ROBBERY
12134,larceny,ROBBERY
12135,larceny,ROBBERY
12136,larceny,ROBBERY
12137,larceny,ROBBERY
12138,larceny,ROBBERY
12139,larceny,ROBBERY
12140,larceny,ROBBERY
12141,larceny,ROBBERY
12142,larceny,ROBBERY
12143,larceny,ROBBERY
12144,larceny,ROBBERY
12145,larceny,ROBBERY
12146,larceny,ROBBERY
12147,larceny,ROBBERY
12148,larceny,ROBBERY
12149,larceny,ROBBERY
12150,robbery,ROBBERY
12151,larceny,ROBBERY
12152,larceny,ROBBERY
12153,larceny,ROBBERY
12154,larceny,ROBBERY
12155,larceny,ROBBERY
12156,larceny,ROBBERY
12157,aggravated-assault,ROBBERY
12158,larceny,ROBBERY
12159,larceny,ROBBERY
12160,larceny,ROBBERY
12161,larceny,ROBBERY
12162,larceny,ROBBERY
12163,larceny,ROBBERY
12164,larceny,ROBBERY
12165,larceny,ROBBERY
12166,larceny,ROBBERY
12167,larceny,ROBBERY
12168,larceny,ROBBERY
12169,aggravated-assault,ROBBERY
12170,larceny,ROBBERY
12171,larceny,ROBBERY
12172,larceny,ROBBERY
12173,larceny,ROBBERY
12174,larceny,ROBBERY
12175,larceny,ROBBERY
12176,larceny,ROBBERY
12177,larceny,ROBBERY
12178,larceny,ROBBERY
12179,aggravated-assault,ROBBERY
12180,larceny,ROBBERY
12181,larceny,ROBBERY
12182,larceny,ROBBERY
12183,larceny,ROBBERY
12184,larceny,ROBBERY
12185,larceny,ROBBERY
12186,robbery,ROBBERY
12187,larceny,ROBBERY
12188,larceny,ROBBERY
12189,larceny,ROBBERY
12190,larceny,ROBBERY
12191,larceny,ROBBERY
12192,larceny,ROBBERY
12193,larceny,ROBBERY
12194,larceny,ROBBERY
12195,larceny,ROBBERY
12196,larceny,ROBBERY
12197,aggravated-assault,ASSAULT
12198,larceny,ROBBERY
12199,larceny,ROBBERY
12200,larceny,ROBBERY
12201,larceny,ROBBERY
12202,larceny,ROBBERY
12203,larceny,ROBBERY
12204,larceny,ROBBERY
12205,larceny,ROBBERY
12206,larceny,ROBBERY
12207,larceny,ROBBERY
12208,larceny,ROBBERY
12209,larceny,ROBBERY
12210,larceny,ROBBERY
12211,larceny,ROBBERY
12212,larceny,ROBBERY
12213,larceny,ROBBERY
12214,larceny,ROBBERY
12215,larceny,ROBBERY
12216,larceny,ROBBERY
12217,larceny,ROBBERY
12218,larceny,ROBBERY
12219,larceny,ROBBERY
12220,larceny,ROBBERY
12221,larceny,ROBBERY
12222,larceny,ROBBERY
12223,larceny,ROBBERY
12224,larceny,ROBBERY
12225,larceny,ROBBERY
12226,larceny,ROBBERY
12227,larceny,ROBBERY
12228,larceny,ROBBERY
12229,larceny,ROBBERY
12230,larceny,ROBBERY
12231,robbery,ROBBERY
12232,robbery,ROBBERY
12233,larceny,ROBBERY
12234,larceny,ROBBERY
12235,larceny,ROBBERY
12236,larceny,ROBBERY
12237,larceny,ROBBERY
12238,larceny,ROBBERY
12239,larceny,ROBBERY
12240,larceny,ROBBERY
12241,larceny,ROBBERY
12242,larceny,ROBBERY
12243,larceny,ROBBERY
12244,larceny,ROBBERY
12245,larceny,ROBBERY
12246,larceny,ROBBERY
12247,larceny,ROBBERY
12248,robbery,ROBBERY
12249,larceny,ROBBERY
12250,larceny,ROBBERY
12251,larceny,ROBBERY
12252,larceny,ROBBERY
12253,larceny,ROBBERY
12254,larceny,ROBBERY
12255,larceny,ROBBERY
12256,larceny,ROBBERY
12257,aggravated-assault,ASSAULT
12258,aggravated-assault,ASSAULT
12259,larceny,ROBBERY
